product,section,content
Smart Skin Cream SPF 50+/PA+++,image_url,https://www.hdi.com/img/product/webp/bskin-ss-cream-15gr.jpg.webp
Smart Skin Cream SPF 50+/PA+++,product_url,https://www.hdi.com/product/bskin-ss-cream-15gr
V1. Soft Bead Cleanser,image_url,https://www.hdi.com/img/product/webp/bskin-v1.jpg.webp
V1. Soft Bead Cleanser,product_url,https://www.hdi.com/product/v1-bskin-vita-advanced-soft-bead-cleanser-100ml
V2. Natural Balance Essence,image_url,https://www.hdi.com/img/product/webp/bskin-v2.jpg.webp
V2. Natural Balance Essence,product_url,https://www.hdi.com/product/v2-bskin-vita-advanced-natural-balance-essence-140ml
V3. Intense PAF Concentrate,image_url,https://www.hdi.com/img/product/webp/bskin-v3.jpg.webp
V3. Intense PAF Concentrate,product_url,https://www.hdi.com/product/v3-bskin-vita-advanced-intense-paf-concentrate-30ml
V4. Active Day Cream,image_url,https://www.hdi.com/img/product/webp/bskin-v4.jpg.webp
V4. Active Day Cream,product_url,https://www.hdi.com/product/v4-bskin-vita-advanced-active-day-cream-40ml
V5. Regenerative Night Cream,image_url,https://www.hdi.com/img/product/webp/bskin-v5.jpg.webp
V5. Regenerative Night Cream,product_url,https://www.hdi.com/product/v5-bskin-vita-advanced-regenerative-night-cream-50gr
W1. Rich Bubble Cleanser,image_url,https://www.hdi.com/img/product/webp/bskin-w1.jpg.webp
W1. Rich Bubble Cleanser,product_url,https://www.hdi.com/product/w1-bskin-white-glow-rich-bubble-cleanser-150ml
W2. Even Tone Essence,image_url,https://www.hdi.com/img/product/webp/bskin-w2.jpg.webp
W2. Even Tone Essence,product_url,https://www.hdi.com/product/w2-bskin-white-glow-even-tone-essence-140ml
W3. Enriched Brightening Serum,image_url,https://www.hdi.com/img/product/webp/bskin-w3.jpg.webp
W3. Enriched Brightening Serum,product_url,https://www.hdi.com/product/w3-bskin-white-glow-enriched-brightening-serum-30ml
W4. Illuminating Day Cream,image_url,https://www.hdi.com/img/product/webp/bskin-w4.jpg.webp
W4. Illuminating Day Cream,product_url,https://www.hdi.com/product/w4-bskin-white-glow-illuminating-day-cream-40ml
W5. Refining Night Cream,image_url,https://www.hdi.com/img/product/webp/bskin-w5.jpg.webp
W5. Refining Night Cream,product_url,https://www.hdi.com/product/w5-bskin-white-glow-refining-night-cream-50gr
3C Spot Treatment,image_url,https://www.hdi.com/img/product/webp/bskin-anti-acne.jpg.webp
3C Spot Treatment,product_url,https://www.hdi.com/product/bskin-anti-acne-15g
Flawless Finish Perfecting Loose Powder,image_url,https://www.hdi.com/img/product/webp/bskin-loose-powder.jpg.webp
Flawless Finish Perfecting Loose Powder,product_url,https://www.hdi.com/product/bskin-loose-powder
ELVi PRO,image_url,https://www.hdi.com/img/product/webp/E01007.jpg.webp
ELVi PRO,product_url,https://www.hdi.com/product/bskin-elvi-pro
Pro-Revival Hydrating Eye Serum,image_url,https://www.hdi.com/img/product/webp/B01150.jpg.webp
Pro-Revival Hydrating Eye Serum,product_url,https://www.hdi.com/product/BSKIN-Pro-Revival-Deep-Hydration-Eye-Serum-15-ML
Muti-Glow Skin loving Liquid Blush - Sunset Flush,image_url,https://www.hdi.com/img/product/webp/B01151.jpg.webp
Muti-Glow Skin loving Liquid Blush - Sunset Flush,product_url,https://www.hdi.com/product/BSKIN-Multi-Glow-Skin-Loving-Liquid-Blush-Sunset-Flush
Muti-Glow Skin loving Liquid Blush - Sunkissed Coral,image_url,https://www.hdi.com/img/product/webp/B01152.jpg.webp
Muti-Glow Skin loving Liquid Blush - Sunkissed Coral,product_url,https://www.hdi.com/product/BSKIN-Multi-Glow-Skin-Loving-Liquid-Blush-Sunkissed-Coral
Muti-Glow Skin loving Liquid Blush - Warm Rose,image_url,https://www.hdi.com/img/product/webp/B01153.jpg.webp
Muti-Glow Skin loving Liquid Blush - Warm Rose,product_url,https://www.hdi.com/product/BSKIN-Multi-Glow-Skin-Loving-Liquid-Blush-Warm-Rose
Muti-Glow Skin loving Liquid Blush - Peony Pink,image_url,https://www.hdi.com/img/product/webp/B01154.jpg.webp
Muti-Glow Skin loving Liquid Blush - Peony Pink,product_url,https://www.hdi.com/product/BSKIN-Multi-Glow-Skin-Loving-Liquid-Blush-Peony-Pink
